id	required_agents	difficulty	eval_hint	text	notes
ex_0101	0,1,2,5,7,8	5	код + SQL + анализ + резюме + стиль + финансы	Создай автоматизированный отчёт о движении денежных средств: выгружай транзакции из учётной системы, реализуй классификацию по видам деятельности, проанализируй кэш-флоу, сформируй краткие саммари для CFO, адаптируй отчёт для совета директоров и рассчитай чистый денежный поток.	Code для отчёта, SQL для транзакций, Data Analysis для кэш-флоу, Summarization для саммари, Rewrite для совета, Finance для потока.
ex_0102	1,2,4,5,6,8	5	SQL + анализ + JSON + резюме + ТЗ + финансы	Выгрузи данные о структуре активов и пассивов банка, проанализируй ликвидность по срокам, структурируй gap-анализ, подготовь краткий отчёт для ALCO, составь требования к системе управления рисками и рассчитай нормативы ликвидности.	SQL для выгрузки, Data Analysis для ликвидности, Structured Extraction для gap, Summarization для отчёта, Requirements для системы, Finance для нормативов.
ex_0103	0,3,4,5,7,8	5	код + мат + JSON + резюме + стиль + финансы	Реализуй симулятор Монте-Карло для оценки инвестиционных рисков, вычисли распределение возможных доходностей, структурируй сценарии, сформируй краткое резюме для инвестиционного комитета, адаптируй его для презентации клиентам и рассчитай Value at Risk.	Code для симулятора, Math для Монте-Карло, Structured Extraction для сценариев, Summarization для резюме, Rewrite для клиентов, Finance для VaR.
ex_0104	1,3,5,6,7,8	5	SQL + мат + резюме + ТЗ + стиль + финансы	Извлеки данные о валютных операциях, вычисли эффективные курсы и спреды, подготовь краткий отчёт о валютной позиции, составь требования к хеджированию рисков, адаптируй рекомендации для казначейства и рассчитай потенциальные валютные убытки.	SQL для операций, Math для курсов, Summarization для отчёта, Requirements для хеджирования, Rewrite для казначейства, Finance для убытков.
ex_0105	0,1,2,4,5,8	5	код + SQL + анализ + JSON + резюме + финансы	Разработай систему для расчёта бонусов сотрудников: загружай KPI из базы, реализуй алгоритмы начисления премий, обработай метрики выполнения целей, структурируй персональные отчёты, генерируй краткие саммари для HR и рассчитай общий фонд оплаты труда.	Code для системы, SQL для KPI, Data Analysis для метрик, Structured Extraction для отчётов, Summarization для HR, Finance для фонда.
ex_0106	2,4,5,6,7,8	5	анализ + JSON + резюме + ТЗ + стиль + финансы	Проанализируй структуру расходов на IT-инфраструктуру, извлеки категории затрат в структурированный вид, подготовь краткий отчёт для CIO, составь рекомендации по оптимизации расходов, адаптируй их для финансового директора и рассчитай потенциальную экономию.	Data Analysis для структуры, Structured Extraction для категорий, Summarization для отчёта, Requirements для рекомендаций, Rewrite для CFO, Finance для экономии.
ex_0107	0,1,3,5,6,7	5	код + SQL + мат + резюме + ТЗ + стиль	Создай систему для анализа производительности сотрудников: реализуй модели оценки эффективности, загружай данные о выполненных задачах из базы, вычисли рейтинги по подразделениям, сформируй краткие отчёты для менеджеров, составь требования к системе мотивации и адаптируй презентацию для HR-департамента.	Code для системы, SQL для задач, Math для рейтингов, Summarization для отчётов, Requirements для мотивации, Rewrite для HR.
ex_0108	1,2,3,4,6,8	5	SQL + анализ + мат + JSON + ТЗ + финансы	Выгрузи данные о кредитном портфеле, проанализируй миграцию по категориям качества, вычисли вероятности переходов между состояниями, структурируй матрицу миграции, составь требования к моделям IFRS 9 и рассчитай ожидаемые кредитные убытки.	SQL для портфеля, Data Analysis для миграции, Math для вероятностей, Structured Extraction для матрицы, Requirements для IFRS, Finance для убытков.
ex_0109	0,2,4,5,6,8	5	код + анализ + JSON + резюме + ТЗ + финансы	Разработай платформу для управления подписками: создай модуль обработки платежей, проанализируй метрики churn и retention, структурируй когорты пользователей, сформируй краткие инсайты, составь требования к программе лояльности и рассчитай customer lifetime value.	Code для платформы, Data Analysis для churn, Structured Extraction для когорт, Summarization для инсайтов, Requirements для лояльности, Finance для LTV.
ex_0110	1,3,4,5,7,8	5	SQL + мат + JSON + резюме + стиль + финансы	Извлеки данные о депозитном портфеле, вычисли эффективные процентные ставки с учётом капитализации, структурируй анализ по срочности, подготовь краткий обзор для казначейства, адаптируй его для презентации правлению и рассчитай стоимость фондирования.	SQL для портфеля, Math для ставок, Structured Extraction для анализа, Summarization для обзора, Rewrite для правления, Finance для фондирования.
ex_0111	0,1,2,3,4,5,6	6	код + SQL + анализ + мат + JSON + резюме + ТЗ	Разработай комплексную систему бизнес-аналитики: создай ETL-процессы для интеграции разнородных источников данных, выгружай информацию из корпоративных баз, реализуй модели машинного обучения для прогнозирования, примени статистические методы для выявления трендов, структурируй результаты в стандартном формате для дашбордов, генерируй автоматические саммари с ключевыми инсайтами и составь техническую документацию по архитектуре системы.	Code для ETL, SQL для интеграции, Data Analysis для ML, Math для статистики, Structured Extraction для дашбордов, Summarization для инсайтов, Requirements для документации.
ex_0112	0,2,3,4,5,7,8	6	код + анализ + мат + JSON + резюме + стиль + финансы	Создай платформу для управления инвестиционным портфелем: реализуй алгоритмы оптимизации распределения активов, обработай исторические данные по доходности и риску, вычисли эффективную границу по Марковицу, структурируй рекомендации по ребалансировке, сформируй персонализированные отчёты для клиентов, адаптируй их под разные уровни финансовой грамотности и рассчитай ожидаемую доходность с учётом транзакционных издержек.	Code для платформы, Data Analysis для данных, Math для Марковица, Structured Extraction для рекомендаций, Summarization для отчётов, Rewrite для грамотности, Finance для доходности.
ex_0113	1,2,3,5,6,7,8	6	SQL + анализ + мат + резюме + ТЗ + стиль + финансы	Выгрузи полную историю операций по всем счетам клиентов, проанализируй транзакционное поведение и выдели сегменты, вычисли lifetime value для каждой группы, подготовь развёрнутый аналитический отчёт для маркетинга, составь требования к персонализированным предложениям, адаптируй стратегию для презентации совету директоров и рассчитай прогнозируемую доходность от внедрения рекомендаций.	SQL для истории, Data Analysis для сегментов, Math для LTV, Summarization для отчёта, Requirements для предложений, Rewrite для совета, Finance для доходности.
ex_0114	0,1,4,5,6,7,8	6	код + SQL + JSON + резюме + ТЗ + стиль + финансы	Разработай систему автоматизации кредитного конвейера: создай API для приёма заявок, интегрируй с базами данных бюро кредитных историй, извлекай структурированную информацию о заёмщиках, генерируй краткие резюме по каждой заявке, составь спецификацию автоматического скоринга, адаптируй правила андеррайтинга под разные продукты и реализуй расчёт процентных ставок с учётом рисков.	Code для системы, SQL для интеграции, Structured Extraction для информации, Summarization для резюме, Requirements для скоринга, Rewrite для продуктов, Finance для ставок.
ex_0115	0,2,3,4,6,7,8	6	код + анализ + мат + JSON + ТЗ + стиль + финансы	Создай платформу для stress-testing финансовых показателей: реализуй модели сценарного анализа, обработай исторические данные о кризисных периодах, вычисли потенциальные убытки при различных шоках, структурируй результаты по бизнес-линиям, составь требования к процессу регулярного тестирования, адаптируй отчёты для регуляторов и рассчитай необходимый буфер капитала.	Code для платформы, Data Analysis для данных, Math для сценариев, Structured Extraction для результатов, Requirements для тестирования, Rewrite для регуляторов, Finance для капитала.
ex_0116	1,2,3,4,5,6,8	6	SQL + анализ + мат + JSON + резюме + ТЗ + финансы	Выгрузи данные о всех финансовых инструментах в портфеле, проанализируй структуру по классам активов и срочности, вычисли дюрацию и выпуклость для облигационной части, структурируй gap-анализ процентного риска, подготовь комплексный отчёт для ALCO, составь рекомендации по управлению процентным риском и рассчитай чувствительность портфеля к изменению кривой доходности.	SQL для выгрузки, Data Analysis для структуры, Math для дюрации, Structured Extraction для gap, Summarization для отчёта, Requirements для рекомендаций, Finance для чувствительности.
ex_0117	0,1,2,5,6,7,8	6	код + SQL + анализ + резюме + ТЗ + стиль + финансы	Разработай систему для консолидации финансовой отчётности группы компаний: создай модули загрузки данных из различных учётных систем дочерних обществ, реализуй элиминацию внутригрупповых оборотов, проанализируй отклонения от бюджета по каждой компании, сформируй краткие управленческие отчёты для холдинга, составь требования к автоматизации процесса закрытия периода, адаптируй отчётность под требования МСФО и рассчитай консолидированную прибыль с учётом миноритарных долей.	Code для системы, SQL для загрузки, Data Analysis для отклонений, Summarization для отчётов, Requirements для автоматизации, Rewrite для МСФО, Finance для прибыли.
ex_0118	0,2,3,4,5,6,7	6	код + анализ + мат + JSON + резюме + ТЗ + стиль	Создай платформу для мониторинга качества обслуживания клиентов: реализуй сбор данных из различных каналов коммуникации, обработай метрики удовлетворённости и NPS, примени методы текстовой аналитики для обработки отзывов, вычисли корреляции между параметрами сервиса и лояльностью, структурируй выводы по проблемным зонам, сформируй краткие отчёты для операционного руководства, составь требования к улучшению процессов и адаптируй рекомендации для фронт-офиса.	Code для платформы, Data Analysis для NPS, Math для корреляций, Structured Extraction для выводов, Summarization для отчётов, Requirements для процессов, Rewrite для фронт-офиса.
ex_0119	1,2,4,5,6,7,8	6	SQL + анализ + JSON + резюме + ТЗ + стиль + финансы	Выгрузи детальные данные о работе call-центра и продажах по каналам, проанализируй конверсию на каждом этапе воронки, структурируй метрики эффективности по операторам и продуктам, подготовь развёрнутый отчёт для коммерческого директора, составь требования к системе мотивации сотрудников, адаптируй KPI под разные команды и рассчитай стоимость привлечения клиента по каждому каналу.	SQL для выгрузки, Data Analysis для конверсии, Structured Extraction для метрик, Summarization для отчёта, Requirements для мотивации, Rewrite для команд, Finance для CAC.
ex_0120	0,1,3,4,5,6,8	6	код + SQL + мат + JSON + резюме + ТЗ + финансы	Разработай комплексное решение для pricing финансовых продуктов: создай модули расчёта справедливой стоимости для различных инструментов, интегрируй с рыночными источниками данных, реализуй математические модели оценки опционов и структурных продуктов, извлекай параметры сделок в стандартном формате, генерируй краткие отчёты о переоценке портфеля, составь спецификацию методологии оценки для внутреннего контроля и рассчитай P&L с учётом изменения рыночных факторов.	Code для решения, SQL для интеграции, Math для моделей, Structured Extraction для параметров, Summarization для отчётов, Requirements для методологии, Finance для P&L.
ex_0121	0,2,3,5,6,7,8	6	код + анализ + мат + резюме + ТЗ + стиль + финансы	Создай систему для анализа эффективности маркетинговых кампаний: реализуй сбор данных из рекламных платформ и CRM, обработай метрики вовлечённости и конверсии, вычисли атрибуционные модели с использованием машинного обучения, сформируй краткие инсайты для маркетинговой команды, составь требования к автоматизации отчётности, адаптируй презентацию результатов для топ-менеджмента и рассчитай ROI каждой кампании с учётом полного цикла покупки.	Code для системы, Data Analysis для метрик, Math для атрибуции, Summarization для инсайтов, Requirements для автоматизации, Rewrite для топ-менеджмента, Finance для ROI.
ex_0122	1,3,4,5,6,7,8	6	SQL + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи данные о структуре затрат производственного предприятия, вычисли себестоимость продукции по методу ABC-costing, структурируй распределение накладных расходов по центрам затрат, подготовь детальный отчёт для финансового директора, составь рекомендации по оптимизации издержек, адаптируй их для презентации собственникам и рассчитай влияние предлагаемых мер на операционную прибыль.	SQL для выгрузки, Math для ABC-costing, Structured Extraction для распределения, Summarization для отчёта, Requirements для рекомендаций, Rewrite для собственников, Finance для прибыли.
ex_0123	0,1,2,4,6,7,8	6	код + SQL + анализ + JSON + ТЗ + стиль + финансы	Разработай платформу для управления проектным портфелем: создай модули планирования и трекинга задач, загружай данные о ресурсах и бюджетах из корпоративных систем, анализируй отклонения от планов, структурируй статусы проектов для PMO, составь требования к интеграции с системами учёта рабочего времени, адаптируй отчёты под разные уровни управления и рассчитай финансовую эффективность каждого проекта.	Code для платформы, SQL для загрузки, Data Analysis для отклонений, Structured Extraction для статусов, Requirements для интеграции, Rewrite для уровней, Finance для эффективности.
ex_0124	0,2,3,4,5,7,8	6	код + анализ + мат + JSON + резюме + стиль + финансы	Создай систему для оценки и мониторинга операционных рисков: реализуй сбор данных о инцидентах и потерях, обработай статистику по категориям рисков, вычисли распределения потерь методом Loss Distribution Approach, структурируй карту рисков, сформируй краткие отчёты для риск-менеджмента, адаптируй их для комитета по рискам и рассчитай капитал под операционный риск.	Code для системы, Data Analysis для статистики, Math для LDA, Structured Extraction для карты, Summarization для отчётов, Rewrite для комитета, Finance для капитала.
ex_0125	1,2,3,5,6,7,8	6	SQL + анализ + мат + резюме + ТЗ + стиль + финансы	Выгрузи полную историю сделок на финансовых рынках, проанализируй паттерны торговой активности, вычисли показатели эффективности стратегий с учётом риска, подготовь комплексный отчёт для инвестиционного комитета, составь требования к системе risk-management, адаптируй рекомендации для портфельных менеджеров и рассчитай максимальную просадку и Sharpe ratio по каждой стратегии.	SQL для истории, Data Analysis для паттернов, Math для показателей, Summarization для отчёта, Requirements для risk-management, Rewrite для менеджеров, Finance для Sharpe.
ex_0126	0,1,2,3,4,5,7	6	код + SQL + анализ + мат + JSON + резюме + стиль	Разработай систему для анализа пользовательского поведения на сайте: создай модули сбора и обработки веб-аналитики, загружай данные о сессиях и конверсиях из базы, реализуй модели предсказания оттока пользователей, примени статистические методы для сегментации аудитории, структурируй персоны пользователей, сформируй краткие инсайты для продуктовой команды и адаптируй рекомендации по улучшению UX для дизайнеров.	Code для системы, SQL для загрузки, Data Analysis для оттока, Math для сегментации, Structured Extraction для персон, Summarization для инсайтов, Rewrite для дизайнеров.
ex_0127	0,1,4,5,6,7,8	6	код + SQL + JSON + резюме + ТЗ + стиль + финансы	Создай платформу для автоматизации бюджетирования: разработай API для загрузки плановых данных, интегрируй с учётными системами для получения фактических показателей, извлекай структурированные данные о статьях бюджета, генерируй автоматические отчёты о выполнении с комментариями, составь требования к процессу планирования, адаптируй форматы отчётности под разные департаменты и реализуй расчёт скользящего прогноза.	Code для платформы, SQL для интеграции, Structured Extraction для статей, Summarization для отчётов, Requirements для планирования, Rewrite для департаментов, Finance для прогноза.
ex_0128	1,2,3,4,5,6,7	6	SQL + анализ + мат + JSON + резюме + ТЗ + стиль	Выгрузи данные о логистических операциях компании, проанализируй эффективность маршрутов и складской обработки, вычисли оптимальные параметры запасов с использованием моделей управления цепочками поставок, структурируй рекомендации по оптимизации процессов, подготовь развёрнутый отчёт для операционного директора, составь требования к WMS-системе и адаптируй инструкции для логистического персонала.	SQL для выгрузки, Data Analysis для эффективности, Math для моделей, Structured Extraction для рекомендаций, Summarization для отчёта, Requirements для WMS, Rewrite для персонала.
ex_0129	0,2,4,5,6,7,8	6	код + анализ + JSON + резюме + ТЗ + стиль + финансы	Разработай систему для управления дебиторской и кредиторской задолженностью: создай модули автоматического сверки расчётов, обработай данные о платёжной дисциплине контрагентов, структурируй реестры задолженности, генерируй еженедельные саммари для финансового контролёра, составь требования к автоматизации процессов взыскания, адаптируй коммуникацию с должниками под разные сегменты и рассчитай резервы под сомнительные долги.	Code для системы, Data Analysis для дисциплины, Structured Extraction для реестров, Summarization для саммари, Requirements для взыскания, Rewrite для коммуникации, Finance для резервов.
ex_0130	0,1,2,3,5,6,8	6	код + SQL + анализ + мат + резюме + ТЗ + финансы	Создай комплексную систему для Treasury management: разработай модули прогнозирования денежных потоков, загружай данные о планируемых поступлениях и платежах из различных источников, реализуй оптимизацию размещения средств, примени математические методы для управления ликвидностью, сформируй краткие отчёты о позиции на каждый день, составь требования к интеграции с банковскими системами и рассчитай стоимость фондирования разрыва ликвидности.	Code для системы, SQL для загрузки, Data Analysis для прогнозирования, Math для оптимизации, Summarization для отчётов, Requirements для интеграции, Finance для фондирования.
ex_0131	0,1,2,3,4,5,6,7	7	код + SQL + анализ + мат + JSON + резюме + ТЗ + стиль	Разработай enterprise-платформу для комплексного управления данными о клиентах: создай модули ETL для консолидации информации из CRM, биллинга, службы поддержки и веб-аналитики, выгружай данные из разнородных баз, реализуй модели сегментации клиентов с использованием кластерного анализа, вычисли lifetime value и склонность к оттоку для каждого сегмента, структурируй персонализированные рекомендации по продуктам, генерируй автоматические отчёты для маркетинга и продаж, составь техническую спецификацию CDP-системы и адаптируй интерфейсы под различные роли пользователей.	Code для платформы, SQL для консолидации, Data Analysis для сегментации, Math для моделей, Structured Extraction для рекомендаций, Summarization для отчётов, Requirements для CDP, Rewrite для интерфейсов.
ex_0132	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Создай систему для комплексного анализа инвестиционного портфеля институционального клиента: реализуй модули оценки всех классов активов от акций до деривативов, обработай рыночные данные и корпоративные действия, вычисли риск-метрики портфеля включая VaR и CVaR, структурируй детализацию по стратегиям и менеджерам, сформируй персонализированные отчёты для клиентов разного уровня, составь требования к системе compliance и мониторинга лимитов, адаптируй презентацию результатов для инвестиционного комитета и рассчитай attribution analysis доходности по факторам.	Code для системы, Data Analysis для данных, Math для риск-метрик, Structured Extraction для детализации, Summarization для отчётов, Requirements для compliance, Rewrite для комитета, Finance для attribution.
ex_0133	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи полную историю операций корпоративных клиентов банка за 5 лет, проанализируй транзакционное поведение и выдели кластеры по характеру бизнеса, вычисли показатели кредитного качества и вероятности дефолта с использованием логистической регрессии и ML-моделей, структурируй рейтинги заёмщиков по отраслям, подготовь комплексный аналитический отчёт для кредитного комитета, составь требования к автоматизации процесса андеррайтинга, адаптируй методологию оценки под требования регулятора и рассчитай необходимые резервы под ожидаемые кредитные убытки по IFRS 9.	SQL для истории, Data Analysis для кластеров, Math для моделей, Structured Extraction для рейтингов, Summarization для отчёта, Requirements для андеррайтинга, Rewrite для регулятора, Finance для резервов.
ex_0134	0,1,2,4,5,6,7,8	7	код + SQL + анализ + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для управления производственным планированием и учётом затрат: создай модули для сбора данных с производственного оборудования, интегрируй с ERP для получения информации о заказах и материалах, проанализируй эффективность использования мощностей, структурируй план-факт анализ по продуктам и подразделениям, генерируй ежедневные отчёты о выполнении производственной программы, составь спецификацию интеграции с системами MES, адаптируй отчётность под требования управленческого учёта и рассчитай полную себестоимость продукции с распределением накладных расходов.	Code для платформы, SQL для интеграции, Data Analysis для эффективности, Structured Extraction для анализа, Summarization для отчётов, Requirements для MES, Rewrite для учёта, Finance для себестоимости.
ex_0135	0,1,3,4,5,6,7,8	7	код + SQL + мат + JSON + резюме + ТЗ + стиль + финансы	Создай систему для комплексного управления рисками торгового портфеля: разработай модули для расчёта рыночного, кредитного и операционного риска, загружай позиции и рыночные данные из торговых систем, реализуй модели стресс-тестирования и сценарного анализа с использованием исторического и Монте-Карло моделирования, структурируй лимиты и утилизацию по трейдерам и desk'ам, генерируй real-time отчёты о позиции и рисках, составь требования к интеграции с системами front и back office, адаптируй отчётность под требования внутреннего контроля и регулятора и рассчитай капитал под рыночный риск.	Code для системы, SQL для загрузки, Math для моделирования, Structured Extraction для лимитов, Summarization для отчётов, Requirements для интеграции, Rewrite для регулятора, Finance для капитала.
ex_0136	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для predictive maintenance производственного оборудования: создай модули сбора телеметрии с датчиков, обработай временные ряды показателей работы машин, реализуй модели прогнозирования отказов с использованием ML и статистических методов, вычисли оптимальные интервалы обслуживания, структурируй рекомендации по техническому обслуживанию, сформируй автоматические alert'ы и отчёты для технического персонала, составь требования к интеграции с CMMS, адаптируй дашборды под разные уровни управления и рассчитай экономический эффект от снижения простоев.	Code для платформы, Data Analysis для телеметрии, Math для ML, Structured Extraction для рекомендаций, Summarization для отчётов, Requirements для CMMS, Rewrite для дашбордов, Finance для эффекта.
ex_0137	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи детальные данные о всех страховых договорах и убытках за последние 10 лет, проанализируй частоту и тяжесть страховых случаев по продуктам и регионам, вычисли технические резервы методами chain-ladder и Bornhuetter-Ferguson, структурируй актуарный анализ по линиям бизнеса, подготовь комплексный отчёт для андеррайтинга, составь требования к pricing-моделям с учётом конкурентной среды, адаптируй методологию под требования регулятора и МСФО 17 и рассчитай достаточность капитала по Solvency II.	SQL для выгрузки, Data Analysis для убытков, Math для резервов, Structured Extraction для анализа, Summarization для отчёта, Requirements для pricing, Rewrite для МСФО, Finance для капитала.
ex_0138	0,1,2,3,4,6,7,8	7	код + SQL + анализ + мат + JSON + ТЗ + стиль + финансы	Создай платформу для управления программой лояльности: разработай модули начисления и списания бонусов, интегрируй с транзакционными системами и CRM, проанализируй эффективность различных механик программы, вычисли инкрементальность продаж от участия в программе, структурируй сегменты участников по активности, составь требования к персонализации предложений, адаптируй коммуникацию под разные когорты клиентов и рассчитай ROI программы лояльности с учётом полного цикла.	Code для платформы, SQL для интеграции, Data Analysis для эффективности, Math для инкрементальности, Structured Extraction для сегментов, Requirements для персонализации, Rewrite для коммуникации, Finance для ROI.
ex_0139	0,1,2,3,5,6,7,8	7	код + SQL + анализ + мат + резюме + ТЗ + стиль + финансы	Разработай систему для автоматизации процесса ICAAP в банке: создай модули для расчёта капитала под все виды рисков, загружай данные из систем управления рисками и финансового учёта, реализуй модели стресс-тестирования макроэкономических сценариев, вычисли достаточность капитала в базовом и стрессовом сценариях, сформируй комплексный отчёт о достаточности капитала для регулятора, составь внутреннюю методологию оценки капитала, адаптируй презентацию результатов для совета директоров и рассчитай буферы капитала с учётом риск-аппетита.	Code для системы, SQL для загрузки, Data Analysis для рисков, Math для стресс-тестов, Summarization для отчёта, Requirements для методологии, Rewrite для совета, Finance для буферов.
ex_0140	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Создай платформу для комплексного анализа эффективности ритейл-сети: реализуй модули сбора данных о продажах, трафике и операционных метриках по всем магазинам, обработай информацию о чеках и товарных остатках, вычисли KPI эффективности каждой точки продаж, примени модели кластеризации для типологии магазинов, структурируй рекомендации по ассортименту и ценообразованию, генерируй автоматические отчёты для регионального менеджмента, составь требования к системе управления категориями, адаптируй дашборды под франчайзи и рассчитай прогноз выручки и маржинальности по форматам.	Code для платформы, Data Analysis для чеков, Math для моделей, Structured Extraction для рекомендаций, Summarization для отчётов, Requirements для управления, Rewrite для франчайзи, Finance для прогноза.
ex_0141	0,1,2,3,4,5,6,7,8	8	код + SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Разработай enterprise-систему для комплексного управления финансами холдинга: создай модули консолидации отчётности всех дочерних компаний с различными системами учёта, интегрируй с ERP и казначейскими системами для сбора данных о транзакциях, реализуй автоматическую элиминацию внутригрупповых оборотов и расчёт валютных разниц, проанализируй структуру активов и обязательств по всем юридическим лицам, вычисли финансовые коэффициенты и compliance с ковенантами, примени модели прогнозирования денежных потоков и сценарного планирования, структурируй консолидированную отчётность по МСФО и РСБУ, генерируй автоматические управленческие отчёты для различных уровней менеджмента, составь требования к процессу закрытия периода и подготовки внешней отчётности, адаптируй презентацию финансовых результатов для совета директоров и инвесторов и рассчитай стоимость капитала группы, EVA по бизнес-единицам и влияние корпоративных решений на консолидированные показатели.	Code для системы, SQL для интеграции, Data Analysis для структуры, Math для моделей, Structured Extraction для отчётности, Summarization для управленческих отчётов, Requirements для процесса, Rewrite для инвесторов, Finance для всех финансовых расчётов.
